,name,salary,address,gender,email,birthdaydate,university,GPA,test,IsMarried,partition
76835,qossay,3069,yafa,Female,jctbuqmxss@asaltech.com,1992-04-11,najah,79,value2,True,1
76837,qossay,2667,Jerusalem,Female,shzfvpibvc@asaltech.com,1999-08-22,najah,77,value2,False,2
76842,qossay,3714,amman,Female,quqqlgvtxs@asaltech.com,1996-03-08,najah,83,value1,True,8
76844,qossay,821,rawabi,Female,cltlqeghhm@asaltech.com,1999-11-04,birzeit,86,value2,False,4
76846,qossay,868,Jerusalem,Female,ivhnjpslex@asaltech.com,1981-03-01,birzeit,89,value1,True,1
76863,qossay,3479,Salfit,Female,sihehzbwlh@asaltech.com,1988-07-28,birzeit,62,value3,False,8
76870,qossay,3175,nablus,Female,cbtpytyaxz@asaltech.com,1989-05-10,birzeit,80,value1,False,0
76889,qossay,1210,rammallah,Female,bicytpreoc@asaltech.com,1980-11-12,birzeit,82,value3,False,2
76899,qossay,3272,rammallah,Female,vevmtuwrug@asaltech.com,1988-09-06,al-quds,90,value3,False,6
76907,qossay,1515,amman,Female,njqnfrlctx@asaltech.com,1987-10-26,birzeit,88,value3,True,6
76960,qossay,3895,Jerusalem,Female,rrklluzovh@asaltech.com,1989-05-02,al-quds,97,value1,True,2
76968,qossay,3620,amman,Female,rnnuhcykmu@asaltech.com,1986-06-23,birzeit,77,value3,False,3
76979,qossay,3997,amman,Female,huoacuftal@asaltech.com,1988-10-28,najah,94,value2,True,8
77024,qossay,3105,nablus,Female,jaccujrxda@asaltech.com,1980-10-28,najah,64,value1,False,8
77081,qossay,4139,hebron,Female,eyyjlqrxwz@asaltech.com,1999-06-25,al-quds,79,value2,True,5
77101,qossay,1447,rawabi,Female,dujxqtbrdq@asaltech.com,1981-04-02,najah,62,value1,True,2
77114,qossay,3569,nablus,Female,ltobxoaoxp@asaltech.com,1982-07-19,al-quds,84,value1,False,9
77121,qossay,2089,Jerusalem,Female,huxarjdnsw@asaltech.com,1990-08-14,al-quds,65,value3,True,4
77137,qossay,4474,rammallah,Female,mzeoizcwkt@asaltech.com,1980-04-13,birzeit,76,value3,True,3
77154,qossay,3527,rawabi,Female,kyzdvbsube@asaltech.com,1996-02-27,al-quds,98,value3,False,7
77166,qossay,1819,hebron,Female,msyysbcfhn@asaltech.com,1995-03-25,najah,79,value2,True,5
77168,qossay,1459,hebron,Female,aetrndaeec@asaltech.com,1991-03-15,najah,74,value2,True,5
77170,qossay,4459,rawabi,Female,vnpqnoijgm@asaltech.com,1995-02-21,al-quds,89,value2,True,1
77185,qossay,1752,rawabi,Female,nlghuvxori@asaltech.com,1989-08-03,birzeit,63,value2,False,3
77186,qossay,1028,Bethlehem,Female,bydkcanuyk@asaltech.com,1981-03-06,birzeit,93,value1,False,6
77188,qossay,822,Jerusalem,Female,rlhoemqcri@asaltech.com,1985-12-08,al-quds,70,value1,True,8
77221,qossay,3540,rawabi,Female,pworhvoesm@asaltech.com,1995-10-26,al-quds,74,value2,True,6
77233,qossay,2955,amman,Female,gjnbvwkmkw@asaltech.com,1983-11-20,al-quds,63,value2,False,0
77277,qossay,4417,rawabi,Female,shvzgrqzyy@asaltech.com,1997-11-14,birzeit,98,value1,True,4
77290,qossay,1793,rawabi,Female,dqgyzhriol@asaltech.com,1986-03-10,najah,99,value1,True,0
77294,qossay,2462,rammallah,Female,mlpvxhnmnd@asaltech.com,1985-08-24,al-quds,61,value1,False,4
77297,qossay,4144,amman,Female,zcailzditd@asaltech.com,1984-05-20,birzeit,90,value3,False,0
77327,qossay,3799,Jerusalem,Female,yizmnoeohj@asaltech.com,1986-04-27,birzeit,75,value1,True,7
77330,qossay,3814,Jenin ,Female,zvfzxvesjq@asaltech.com,1991-03-28,birzeit,69,value2,True,8
77362,qossay,1445,amman,Female,gucnxecdqn@asaltech.com,1991-09-16,najah,82,value1,True,6
77368,qossay,886,rawabi,Female,pakkdzrolh@asaltech.com,1989-01-13,birzeit,65,value3,True,3
77373,qossay,3400,Jenin ,Female,ymosvtxlvg@asaltech.com,1989-04-02,najah,85,value1,True,2
77374,qossay,4295,Bethlehem,Female,fvmerowvss@asaltech.com,1987-10-12,najah,68,value2,False,2
77382,qossay,2130,Salfit,Female,jhswripaoi@asaltech.com,1995-10-06,birzeit,94,value3,True,6
77402,qossay,1145,Salfit,Female,mdbfzhqtyi@asaltech.com,1985-11-03,najah,98,value3,True,3
77423,qossay,3617,yafa,Female,dkzcxsqpbx@asaltech.com,1993-08-15,najah,75,value1,False,5
77426,qossay,3742,Jerusalem,Female,cjlzcfqrja@asaltech.com,1986-05-17,birzeit,85,value2,True,7
77445,qossay,2522,rawabi,Female,ixzcgnvnwt@asaltech.com,1985-01-23,al-quds,88,value1,True,3
77462,qossay,3414,yafa,Female,yovagrmrmw@asaltech.com,1984-07-24,birzeit,83,value3,False,4
77495,qossay,2762,Jenin ,Female,ggfcmwzwiz@asaltech.com,1980-07-16,al-quds,60,value3,True,6
77522,qossay,4674,Salfit,Female,xhvfkqkwco@asaltech.com,1989-05-01,birzeit,77,value1,True,1
77538,qossay,4981,Jerusalem,Female,rtmnirydcf@asaltech.com,1999-10-13,birzeit,68,value2,True,3
77548,qossay,2359,nablus,Female,myhwzxfclo@asaltech.com,1997-07-22,birzeit,81,value2,True,2
77579,qossay,1383,Jerusalem,Female,hjsnxqnktj@asaltech.com,1992-11-16,birzeit,71,value1,True,6
77598,qossay,3765,rammallah,Female,glintpaspp@asaltech.com,1990-12-27,najah,71,value1,False,7
77611,qossay,896,rammallah,Female,mcnefinutk@asaltech.com,1984-01-01,najah,67,value3,False,1
77627,qossay,1901,Jerusalem,Female,nrgvmnadbx@asaltech.com,1990-07-07,al-quds,66,value3,False,7
77645,qossay,1238,Salfit,Female,hhgizvaaze@asaltech.com,1991-05-08,al-quds,99,value1,True,8
77650,qossay,1966,rammallah,Female,dykguwspri@asaltech.com,1982-12-11,najah,91,value3,False,1
77659,qossay,3711,hebron,Female,fueawfbcio@asaltech.com,1997-07-17,al-quds,79,value3,False,7
77664,qossay,4891,Salfit,Female,jlfbkhwwsy@asaltech.com,1984-07-03,najah,77,value3,True,3
77712,qossay,4535,nablus,Female,vquxjaxqoc@asaltech.com,1996-04-11,al-quds,84,value1,True,1
77717,qossay,1569,rammallah,Female,lvirshrbbl@asaltech.com,1991-03-09,al-quds,60,value1,True,9
77723,qossay,2526,nablus,Female,upaabujwqj@asaltech.com,1983-09-26,birzeit,77,value1,True,6
77734,qossay,2525,yafa,Female,anbaiojbqj@asaltech.com,1990-01-09,birzeit,65,value3,True,9
77743,qossay,3637,Jenin ,Female,tlhdqazzqh@asaltech.com,1995-03-08,birzeit,77,value3,True,8
77775,qossay,1667,Salfit,Female,gjblyunklf@asaltech.com,1994-02-17,birzeit,97,value3,False,7
77799,qossay,2333,Jerusalem,Female,bnfnsyhwcv@asaltech.com,1981-12-05,najah,92,value2,False,5
77804,qossay,3259,Jerusalem,Female,mkawkdralf@asaltech.com,1982-07-07,al-quds,88,value2,False,7
77843,qossay,1870,amman,Female,wokfuydexn@asaltech.com,1999-06-12,birzeit,70,value1,True,2
77857,qossay,4492,Bethlehem,Female,avkjtsjqvb@asaltech.com,1991-05-04,al-quds,80,value2,True,4
77865,qossay,3165,Jerusalem,Female,oplesikoos@asaltech.com,1984-01-21,birzeit,88,value2,True,1
77890,qossay,2101,Bethlehem,Female,hrcnqwqkog@asaltech.com,1992-05-11,birzeit,62,value3,False,1
77911,qossay,2892,rammallah,Female,hdyexmnbwz@asaltech.com,1989-12-05,al-quds,71,value1,True,5
77923,qossay,3404,yafa,Female,nrmtdkrpjr@asaltech.com,2000-12-21,al-quds,61,value1,False,1
77943,qossay,1956,hebron,Female,hhhnsjmmul@asaltech.com,1996-07-13,najah,60,value3,True,3
77993,qossay,4740,yafa,Female,skapuyuesy@asaltech.com,1994-11-27,birzeit,61,value1,False,7
78001,qossay,4225,hebron,Female,uuqcidfion@asaltech.com,1980-05-12,najah,74,value1,True,2
78022,qossay,4781,amman,Female,bwcxrlvcjn@asaltech.com,1999-12-24,birzeit,86,value1,False,4
78029,qossay,1402,yafa,Female,rradawpugj@asaltech.com,1991-01-08,al-quds,68,value1,False,8
78033,qossay,2302,Salfit,Female,weacozsnvb@asaltech.com,2000-03-14,al-quds,74,value1,True,4
78083,qossay,2681,nablus,Female,ofnklvajsd@asaltech.com,1990-06-20,najah,76,value1,False,0
78085,qossay,2777,rawabi,Female,oshizcakem@asaltech.com,1996-03-06,al-quds,91,value1,True,6
78088,qossay,3948,nablus,Female,wouwonzxvx@asaltech.com,1995-05-15,al-quds,83,value1,True,5
78090,qossay,2113,Bethlehem,Female,egfbnijouf@asaltech.com,1985-02-22,al-quds,97,value3,True,2
78101,qossay,2905,Jerusalem,Female,atwyffxheh@asaltech.com,1990-03-25,najah,82,value3,False,5
78116,qossay,1270,yafa,Female,gchinoichu@asaltech.com,1990-12-20,birzeit,88,value3,True,0
78136,qossay,3699,Bethlehem,Female,oykrhjtgqq@asaltech.com,1991-08-27,birzeit,79,value2,True,7
78155,qossay,4092,hebron,Female,imfivpsbwh@asaltech.com,1982-11-19,najah,72,value1,True,9
78176,qossay,1057,Salfit,Female,fyznxxognv@asaltech.com,1995-04-14,najah,73,value2,False,4
78187,qossay,1038,yafa,Female,napuywsdqd@asaltech.com,1994-07-13,najah,76,value1,False,3
78196,qossay,3883,hebron,Female,iccwazwizm@asaltech.com,1997-09-06,birzeit,72,value3,False,6
78202,qossay,1950,Salfit,Female,tbeltzlvgw@asaltech.com,1992-01-01,al-quds,72,value1,False,1
78209,qossay,1251,hebron,Female,zfdyiilqwh@asaltech.com,1995-11-07,najah,69,value2,False,7
78216,qossay,2676,rawabi,Female,zzcyhdasfc@asaltech.com,1997-12-03,najah,64,value3,True,3
78234,qossay,4374,Jerusalem,Female,eegbetwpig@asaltech.com,1996-01-20,al-quds,69,value3,True,0
78264,qossay,4467,Jenin ,Female,degpxeipyl@asaltech.com,1984-11-14,al-quds,63,value1,False,4
78277,qossay,3630,hebron,Female,jobfxqffed@asaltech.com,1981-12-23,najah,89,value3,False,3
78370,qossay,1663,Jerusalem,Female,fgoglgzrdf@asaltech.com,1997-07-13,birzeit,63,value1,True,3
78371,qossay,1920,yafa,Female,srldyzhcwi@asaltech.com,1991-05-18,najah,77,value2,True,8
78394,qossay,4672,hebron,Female,nwqlawfmhe@asaltech.com,1996-04-10,birzeit,93,value3,True,0
78399,qossay,1286,amman,Female,pfgunjrxsl@asaltech.com,1995-09-04,najah,88,value2,False,4
78432,qossay,4312,Bethlehem,Female,aohmsigaoq@asaltech.com,1983-10-19,najah,62,value1,True,9
78543,qossay,3651,rawabi,Female,dwzzehochi@asaltech.com,2000-02-10,najah,84,value1,False,0
78547,qossay,1132,hebron,Female,gjymxzxahb@asaltech.com,1994-04-16,najah,68,value3,True,6
78558,qossay,3441,rawabi,Female,stgyzoybuz@asaltech.com,1981-01-14,al-quds,73,value2,True,4
78574,qossay,2057,Jerusalem,Female,xqwvsyvfam@asaltech.com,1983-11-25,birzeit,68,value2,False,5
78583,qossay,3869,amman,Female,xhulaqznia@asaltech.com,1980-05-11,al-quds,85,value1,False,1
78619,qossay,1224,amman,Female,zuqypyiieh@asaltech.com,1994-12-05,al-quds,79,value2,False,5
78668,qossay,3304,hebron,Female,rjlxiqueea@asaltech.com,1987-11-13,birzeit,64,value1,True,3
78677,qossay,1943,nablus,Female,nqpezlwqyl@asaltech.com,1997-06-21,al-quds,92,value2,True,1
78741,qossay,2871,rawabi,Female,qouffzrsrl@asaltech.com,1999-07-14,al-quds,66,value1,True,4
78752,qossay,4190,amman,Female,hrltukxvrq@asaltech.com,1993-04-11,al-quds,96,value1,True,1
78757,qossay,2697,Jenin ,Female,zzmljazuxc@asaltech.com,1986-03-21,al-quds,78,value3,False,1
78760,qossay,1744,rawabi,Female,mxbjsoffxg@asaltech.com,1981-01-27,birzeit,94,value2,False,7
78779,qossay,2228,yafa,Female,vwxlgzdnhe@asaltech.com,1989-08-16,birzeit,80,value3,True,6
78813,qossay,1292,Jerusalem,Female,ohkfmfvsmn@asaltech.com,1984-03-23,al-quds,68,value3,False,3
78850,qossay,1533,Jerusalem,Female,qlriztqtvj@asaltech.com,1998-04-25,birzeit,75,value1,True,5
78882,qossay,2358,Jerusalem,Female,wuabiqfsmg@asaltech.com,1983-07-15,najah,92,value2,True,5
78904,qossay,4257,yafa,Female,ndmdynslou@asaltech.com,1994-10-18,najah,85,value1,False,8
78936,qossay,1032,nablus,Female,siifhublce@asaltech.com,1983-12-12,birzeit,79,value1,True,2
78949,qossay,2353,Jenin ,Female,lymfaldffc@asaltech.com,1990-02-19,najah,76,value2,True,9
78982,qossay,1271,yafa,Female,abgbrvuujt@asaltech.com,1986-08-07,al-quds,84,value1,True,7
78996,qossay,4651,Bethlehem,Female,psuejqavfo@asaltech.com,1982-11-11,najah,62,value3,True,1
79005,qossay,3760,rammallah,Female,oqorwpzvmo@asaltech.com,1986-06-08,najah,63,value3,True,8
79029,qossay,3884,Jenin ,Female,uefdkwpzid@asaltech.com,1998-02-05,birzeit,97,value2,False,5
79032,qossay,2374,Jenin ,Female,emtqxidkgg@asaltech.com,1989-01-08,birzeit,86,value3,True,8
79061,qossay,2813,rammallah,Female,eoebmhbsau@asaltech.com,1990-12-18,birzeit,89,value1,True,8
79067,qossay,3563,Jenin ,Female,xhfctlbdqb@asaltech.com,1998-01-10,najah,74,value1,True,0
79093,qossay,2416,yafa,Female,ezooorpagt@asaltech.com,1999-08-09,najah,95,value3,True,9
79118,qossay,3811,rammallah,Female,djkyhyzucf@asaltech.com,1989-07-07,al-quds,67,value3,True,7
79199,qossay,3917,rammallah,Female,tlhtylkpxj@asaltech.com,1985-06-28,najah,98,value1,False,8
79204,qossay,4846,yafa,Female,atcpuzgtzr@asaltech.com,1985-01-21,al-quds,69,value1,False,1
79205,qossay,2701,nablus,Female,zaunvlvdmy@asaltech.com,1982-01-02,al-quds,98,value1,False,2
79207,qossay,1755,amman,Female,ofqaykjthg@asaltech.com,1993-10-11,najah,83,value1,False,1
79215,qossay,846,Jerusalem,Female,fyfdmaqcrd@asaltech.com,1981-09-03,al-quds,80,value2,True,3
79218,qossay,3223,Jerusalem,Female,ocypyburxp@asaltech.com,1995-04-05,birzeit,93,value3,False,5
79222,qossay,1136,rawabi,Female,qlspvokzsn@asaltech.com,1987-12-22,birzeit,83,value3,False,2
79232,qossay,2283,Bethlehem,Female,ggadaglezd@asaltech.com,1983-04-08,al-quds,62,value3,True,8
79261,qossay,1894,hebron,Female,sbetfqfokn@asaltech.com,1994-03-04,al-quds,76,value1,True,4
79288,qossay,4077,rammallah,Female,yvtucctclo@asaltech.com,1994-07-09,al-quds,93,value2,False,9
79302,qossay,3240,hebron,Female,eojvnnycqi@asaltech.com,1993-01-11,al-quds,74,value1,False,1
79308,qossay,4778,rammallah,Female,ifuuuwqwfi@asaltech.com,2000-07-21,najah,77,value3,True,1
79315,qossay,4859,rawabi,Female,vwgwoifksd@asaltech.com,1998-11-11,al-quds,70,value2,True,1
79331,qossay,3183,yafa,Female,hkggignbvi@asaltech.com,1987-07-25,najah,77,value3,True,5
79338,qossay,4397,rawabi,Female,oecnapgqit@asaltech.com,1980-11-18,birzeit,67,value3,False,8
79366,qossay,4649,rawabi,Female,dsracjbvjp@asaltech.com,1993-09-27,najah,96,value1,True,7
79392,qossay,3734,Bethlehem,Female,kmcawocpuw@asaltech.com,1982-04-20,najah,93,value1,True,0
79394,qossay,3084,rammallah,Female,ktxpklmjki@asaltech.com,1998-04-06,birzeit,68,value3,True,6
79401,qossay,4393,Bethlehem,Female,vmsfuhygpg@asaltech.com,1993-01-28,najah,93,value3,False,8
79439,qossay,1210,rammallah,Female,puvlfrglfb@asaltech.com,1996-12-27,birzeit,81,value3,False,7
79454,qossay,3034,rammallah,Female,borphrnylj@asaltech.com,1989-07-28,al-quds,88,value2,True,8
79503,qossay,2464,yafa,Female,uaurvuxeby@asaltech.com,1993-11-12,najah,79,value3,False,2
79525,qossay,909,nablus,Female,tanfuxwoma@asaltech.com,1990-04-24,najah,65,value2,False,4
79532,qossay,3313,Jerusalem,Female,bmqmaxdykx@asaltech.com,1996-07-07,birzeit,64,value2,False,7
79571,qossay,1221,rammallah,Female,wlorpafaxh@asaltech.com,1997-02-22,birzeit,76,value1,False,2
79575,qossay,2153,rammallah,Female,wdzuqqlkkj@asaltech.com,2000-12-02,birzeit,72,value2,True,2
79610,qossay,2441,rammallah,Female,lkfawlvmyi@asaltech.com,1990-07-07,al-quds,86,value3,True,7
79616,qossay,841,Jerusalem,Female,fdaqkwgqaj@asaltech.com,2000-11-06,birzeit,81,value3,True,6
79640,qossay,2774,nablus,Female,ybmqbaawus@asaltech.com,1980-12-02,al-quds,94,value2,True,2
79643,qossay,1172,rammallah,Female,lgoxelcbyy@asaltech.com,2000-05-04,birzeit,63,value3,False,4
79650,qossay,2935,hebron,Female,bhtvbpexop@asaltech.com,1998-09-24,al-quds,99,value1,False,4
79665,qossay,3913,Jenin ,Female,yrwyspbndj@asaltech.com,1989-06-26,al-quds,64,value3,False,6
79668,qossay,2651,Jerusalem,Female,momivckcst@asaltech.com,2000-01-18,al-quds,87,value2,False,8
79682,qossay,2690,Bethlehem,Female,epkrticfhr@asaltech.com,1992-09-19,al-quds,69,value1,False,9
79697,qossay,4988,rawabi,Female,hombxnticx@asaltech.com,1987-07-16,al-quds,76,value3,True,6
79703,qossay,1625,yafa,Female,rjmkbcbncl@asaltech.com,1983-07-02,najah,69,value1,True,2
79707,qossay,2454,nablus,Female,msvmhdkefq@asaltech.com,1997-04-24,al-quds,87,value1,False,4
79724,qossay,3663,Salfit,Female,tvndmqyiam@asaltech.com,1994-02-11,al-quds,92,value2,False,1
79741,qossay,4884,hebron,Female,idxcqbcley@asaltech.com,1996-09-20,al-quds,89,value2,False,0
79742,qossay,1440,rawabi,Female,wtjetxfgmw@asaltech.com,1991-08-13,al-quds,66,value1,False,3
79785,qossay,2441,Jenin ,Female,qqfgoofhsx@asaltech.com,1987-10-14,al-quds,98,value2,False,4
79786,qossay,4435,amman,Female,stmbxnbbdg@asaltech.com,1996-06-24,birzeit,71,value1,True,4
79811,qossay,4866,rawabi,Female,szkvrlhdlf@asaltech.com,1999-03-07,najah,99,value2,True,7
79839,qossay,4077,nablus,Female,xgnvfsxykg@asaltech.com,1995-08-28,birzeit,91,value1,True,8
79851,qossay,2327,rawabi,Female,xpeyjxnyhr@asaltech.com,1984-06-20,najah,82,value3,False,0
79885,qossay,3821,Bethlehem,Female,nsjhchxngl@asaltech.com,1983-06-23,najah,85,value3,False,3
79897,qossay,3474,nablus,Female,yjxypmwjli@asaltech.com,1999-12-10,al-quds,70,value1,True,0
79921,qossay,1619,hebron,Female,ybnpjhdlcu@asaltech.com,1987-06-11,al-quds,91,value1,False,1
79924,qossay,3024,nablus,Female,ycdbqsdmnq@asaltech.com,1999-05-21,birzeit,66,value1,True,1
79925,qossay,1057,amman,Female,zxcyfplvtt@asaltech.com,1986-11-08,al-quds,93,value2,True,8
79942,qossay,3684,Jenin ,Female,lozavzmbee@asaltech.com,1996-11-05,birzeit,61,value3,True,5
79990,qossay,4923,yafa,Female,stxwlgkfcq@asaltech.com,1991-11-05,birzeit,79,value2,True,5
80002,qossay,2764,rawabi,Female,dukhtqantz@asaltech.com,1989-09-06,al-quds,89,value3,False,6
80011,qossay,1410,Salfit,Female,bmvkiwsklz@asaltech.com,1988-11-15,najah,64,value1,False,5
80075,qossay,4896,hebron,Female,vybmxfsbxh@asaltech.com,1987-10-19,najah,87,value1,False,9
80083,qossay,3206,amman,Female,bvruawcqzk@asaltech.com,1997-05-08,birzeit,76,value3,False,8
80086,qossay,1727,Jerusalem,Female,dbvpdvgbbd@asaltech.com,1993-03-24,najah,60,value1,False,4
80129,qossay,1161,hebron,Female,huxqjuqrtq@asaltech.com,1996-05-14,al-quds,79,value1,False,4
80135,qossay,1916,Jerusalem,Female,znbaydozdz@asaltech.com,1993-09-01,birzeit,87,value3,False,1
80139,qossay,1387,Bethlehem,Female,xwvhgnkdll@asaltech.com,1981-08-01,al-quds,61,value1,False,1
80148,qossay,3625,rawabi,Female,avewxxbrgm@asaltech.com,1988-09-20,najah,90,value2,False,0
80192,qossay,4635,hebron,Female,rzvgdsyabm@asaltech.com,1997-09-07,birzeit,70,value1,True,7
80218,qossay,2860,hebron,Female,scdsdxxqzb@asaltech.com,1997-06-10,birzeit,92,value3,True,0
80242,qossay,1082,Jenin ,Female,yaxegrpvfn@asaltech.com,1996-03-17,najah,84,value3,True,7
80251,qossay,4265,hebron,Female,rpgsnfudpq@asaltech.com,1983-07-23,al-quds,60,value2,False,3
80290,qossay,1397,Jerusalem,Female,fzzdcjszes@asaltech.com,1982-09-02,birzeit,83,value1,False,2
80295,qossay,3526,Jerusalem,Female,zkzjxbcsfv@asaltech.com,1986-09-22,birzeit,92,value2,True,2
80299,qossay,3912,yafa,Female,diuubopbpf@asaltech.com,1990-06-27,al-quds,63,value2,True,7
80308,qossay,2253,Jenin ,Female,sqwydcebgg@asaltech.com,1990-10-17,najah,96,value3,False,7
80309,qossay,2311,yafa,Female,wdwyjbvkzi@asaltech.com,1985-01-02,najah,70,value1,True,2
80312,qossay,3264,Bethlehem,Female,ixffsecugl@asaltech.com,1993-09-18,al-quds,69,value2,True,8
80317,qossay,2238,Jerusalem,Female,dodavpkxtt@asaltech.com,1998-12-13,najah,95,value2,True,3
80322,qossay,2882,Jenin ,Female,lajgaoieon@asaltech.com,1998-02-09,najah,93,value2,True,9
80332,qossay,4176,hebron,Female,bxdxbknxix@asaltech.com,1999-12-04,najah,80,value3,False,4
80347,qossay,4099,Bethlehem,Female,tlksyllqvb@asaltech.com,1988-10-17,al-quds,94,value3,False,7
80348,qossay,1805,yafa,Female,kozxqeivbw@asaltech.com,1994-11-07,najah,92,value1,True,7
80356,qossay,1437,rawabi,Female,pdapgrcmhb@asaltech.com,1981-12-08,najah,62,value1,False,8
80364,qossay,4080,yafa,Female,yrkorligvp@asaltech.com,1992-08-15,najah,87,value1,True,5
80373,qossay,3121,Jerusalem,Female,ktivfrbofi@asaltech.com,1988-11-09,al-quds,92,value3,True,9
80384,qossay,4300,Jenin ,Female,jowtuzrxdu@asaltech.com,1985-09-04,al-quds,71,value2,False,4
80385,qossay,4609,rammallah,Female,awzsxxokuj@asaltech.com,1981-12-28,al-quds,85,value1,True,8
80408,qossay,1392,Bethlehem,Female,nfhphvxmpm@asaltech.com,2000-05-14,al-quds,63,value3,False,4
80418,qossay,3467,Jenin ,Female,nabcvpjuzh@asaltech.com,2000-11-14,birzeit,98,value2,True,4
80427,qossay,4113,Salfit,Female,kpljrgmlug@asaltech.com,1981-04-11,birzeit,84,value2,True,1
80445,qossay,2905,Salfit,Female,ysqlrsjpvj@asaltech.com,1992-12-05,najah,73,value2,False,5
80452,qossay,2873,nablus,Female,dusgripcha@asaltech.com,1984-07-04,al-quds,90,value2,True,4
80464,qossay,2900,Salfit,Female,bmudenwcjr@asaltech.com,1991-07-08,al-quds,81,value1,False,8
80480,qossay,3325,nablus,Female,vlurshnues@asaltech.com,1992-12-11,al-quds,96,value2,True,1
80489,qossay,1139,Bethlehem,Female,qzcoptsubm@asaltech.com,1985-03-15,najah,86,value3,False,5
80523,qossay,4868,rawabi,Female,nvpnnqbwsp@asaltech.com,1981-05-21,birzeit,82,value2,False,1
80552,qossay,3451,rammallah,Female,dyknoxulto@asaltech.com,1988-10-21,birzeit,83,value1,False,1
80553,qossay,4143,rammallah,Female,kpwdihahya@asaltech.com,1999-09-26,birzeit,76,value3,False,6
80580,qossay,1736,amman,Female,epdnapycbw@asaltech.com,1984-10-21,najah,74,value2,False,1
80589,qossay,3502,yafa,Female,tlgrcxlhfl@asaltech.com,1982-01-08,birzeit,61,value1,False,8
80634,qossay,4174,nablus,Female,rmjkmbffbq@asaltech.com,1987-10-10,al-quds,93,value2,True,0
80643,qossay,1973,nablus,Female,tlbhuwhnsk@asaltech.com,1999-02-06,birzeit,66,value3,True,6
80655,qossay,3417,amman,Female,zvpvjuanua@asaltech.com,1980-03-14,najah,90,value2,False,4
80705,qossay,1244,hebron,Female,cycbsfbfdo@asaltech.com,1999-05-27,birzeit,74,value2,True,7
80706,qossay,4207,yafa,Female,pchzzwehuo@asaltech.com,1985-06-25,birzeit,81,value3,False,5
80712,qossay,3408,hebron,Female,rmriusaccm@asaltech.com,1997-11-19,birzeit,77,value1,False,9
80713,qossay,1819,Jenin ,Female,dgaqtztrtr@asaltech.com,1988-03-28,birzeit,79,value3,True,8
80717,qossay,3654,Jerusalem,Female,pvnjfhoxsb@asaltech.com,1987-04-07,najah,68,value3,True,7
80725,qossay,3583,Salfit,Female,aparxfcwti@asaltech.com,1994-07-28,al-quds,95,value3,True,8
80737,qossay,1297,Jenin ,Female,zbmuqmidiu@asaltech.com,1993-06-09,al-quds,79,value3,False,9
80742,qossay,4222,Jenin ,Female,ckaciwmuom@asaltech.com,1998-07-27,al-quds,98,value2,True,7
80757,qossay,3826,Jenin ,Female,bybmhltqrz@asaltech.com,1991-09-13,najah,81,value3,False,3
80803,qossay,1795,nablus,Female,towrrmaaqp@asaltech.com,1989-04-17,al-quds,70,value2,False,7
80805,qossay,2590,amman,Female,fmwaqmiqws@asaltech.com,1998-02-12,najah,83,value3,False,2
80812,qossay,1237,rawabi,Female,hkcokbosof@asaltech.com,1990-01-19,birzeit,98,value1,False,9
80816,qossay,2060,Jenin ,Female,twtuorrflk@asaltech.com,1999-01-03,birzeit,82,value2,False,3
80850,qossay,4005,yafa,Female,ayqhbocpdf@asaltech.com,1998-03-08,birzeit,83,value1,False,8
80871,qossay,2385,Jerusalem,Female,qhbrmdzkrh@asaltech.com,1984-05-01,al-quds,96,value2,False,1
80873,qossay,4952,Salfit,Female,ldpcchqybb@asaltech.com,1981-03-22,al-quds,91,value2,True,2
80879,qossay,3712,Salfit,Female,ftmvakfnrx@asaltech.com,1983-03-10,birzeit,87,value2,False,0
80890,qossay,3680,yafa,Female,owzurhhmro@asaltech.com,1999-07-28,al-quds,60,value2,False,8
80891,qossay,3136,Jerusalem,Female,ydotchxniu@asaltech.com,1985-10-27,al-quds,71,value1,True,7
80969,qossay,1298,Salfit,Female,zzwhckbgez@asaltech.com,1995-03-23,al-quds,80,value3,True,3
80971,qossay,2027,Jerusalem,Female,nypftsitpc@asaltech.com,1981-12-27,al-quds,64,value1,True,7
80976,qossay,1182,Jenin ,Female,jjijhifzyw@asaltech.com,2000-11-18,al-quds,65,value3,True,8
80989,qossay,2719,Salfit,Female,npfklxebxq@asaltech.com,1987-07-24,al-quds,98,value2,True,4
80994,qossay,1512,Salfit,Female,vbnkvtzrqg@asaltech.com,2000-04-06,najah,82,value3,True,6
81002,qossay,2690,Bethlehem,Female,fqtojrvnnk@asaltech.com,1998-04-15,najah,91,value1,True,5
81028,qossay,3734,Jenin ,Female,gfzydyedna@asaltech.com,1999-12-14,birzeit,98,value2,False,4
81036,qossay,2712,amman,Female,auavropkuj@asaltech.com,1982-11-12,najah,71,value3,False,2
81038,qossay,4314,Jerusalem,Female,olxctoewqb@asaltech.com,1994-01-22,al-quds,80,value3,False,2
81044,qossay,3964,rammallah,Female,myxgrrqxlz@asaltech.com,1983-10-21,najah,62,value1,False,1
81047,qossay,2589,Jenin ,Female,bcqanmsyvi@asaltech.com,1992-04-23,al-quds,87,value2,True,3
81048,qossay,1051,amman,Female,tiedmdgyhp@asaltech.com,1995-02-16,al-quds,65,value3,False,6
81049,qossay,975,Bethlehem,Female,yovqebduad@asaltech.com,1991-05-06,al-quds,85,value1,False,6
